filename,width,height,class,xmin,ymin,xmax,ymax
7_leipzig_robocup16_euroball92.jpg,800,600,ball,532,287,604,351
7_leipzig_robocup16_euroball81.jpg,800,600,ball,476,301,531,358
7_leipzig_robocup16_euroball72.jpg,800,600,ball,619,201,677,258
7_leipzig_robocup16_euroball71.jpg,800,600,ball,626,217,686,275
7_leipzig_robocup16_euroball69.jpg,800,600,ball,600,263,656,323
7_leipzig_robocup16_euroball63.jpg,800,600,ball,245,359,307,426
7_leipzig_robocup16_euroball6.jpg,800,600,ball,343,299,375,333
7_leipzig_robocup16_euroball50.jpg,800,600,ball,404,254,454,298
7_leipzig_robocup16_euroball40.jpg,800,600,ball,402,275,441,312
7_leipzig_robocup16_euroball37.jpg,800,600,ball,332,282,373,317
7_leipzig_robocup16_euroball227.jpg,800,600,ball,476,240,541,307
7_leipzig_robocup16_euroball226.jpg,800,600,ball,430,271,499,330
7_leipzig_robocup16_euroball218.jpg,800,600,ball,149,442,223,518
7_leipzig_robocup16_euroball215.jpg,800,600,ball,116,366,188,436
7_leipzig_robocup16_euroball212.jpg,800,600,ball,175,292,244,358
7_leipzig_robocup16_euroball211.jpg,800,600,ball,193,269,258,331
7_leipzig_robocup16_euroball208.jpg,800,600,ball,236,257,303,323
7_leipzig_robocup16_euroball198.jpg,800,600,ball,395,67,468,134
7_leipzig_robocup16_euroball170.jpg,800,600,ball,387,229,420,258
7_leipzig_robocup16_euroball166.jpg,800,600,ball,420,217,454,251
7_leipzig_robocup16_euroball125.jpg,800,600,ball,39,170,68,195
7_leipzig_robocup16_euroball125.jpg,800,600,ball,385,187,412,214
7_leipzig_robocup16_euroball118.jpg,800,600,ball,399,191,457,256
7_leipzig_robocup16_000.922.jpg,800,600,ball,390,299,581,485
7_leipzig_robocup16_000.917.jpg,800,600,ball,322,259,396,338
7_leipzig_robocup16_000.913.jpg,800,600,ball,373,235,433,295
7_leipzig_robocup16_000.891.jpg,800,600,ball,235,264,282,310
7_leipzig_robocup16_000.869.jpg,800,600,ball,189,331,228,373
7_leipzig_robocup16_000.860.jpg,800,600,ball,182,343,223,379
7_leipzig_robocup16_000.847.jpg,800,600,ball,32,343,82,384
7_leipzig_robocup16_000.846.jpg,800,600,ball,60,332,104,377
7_leipzig_robocup16_000.832.jpg,800,600,ball,276,416,419,551
7_leipzig_robocup16_000.821.jpg,800,600,ball,266,304,342,382
7_leipzig_robocup16_000.810.jpg,800,600,ball,525,276,649,382
7_leipzig_robocup16_000.806.jpg,800,600,ball,685,325,800,427
7_leipzig_robocup16_000.801.jpg,800,600,ball,663,345,800,445
7_leipzig_robocup16_000.799.jpg,800,600,ball,418,324,506,406
7_leipzig_robocup16_000.787.jpg,800,600,ball,453,303,497,345
7_leipzig_robocup16_000.754.jpg,800,600,ball,423,289,464,333
7_leipzig_robocup16_000.720.jpg,800,600,ball,434,208,490,267
7_leipzig_robocup16_000.717.jpg,800,600,ball,353,217,419,281
7_leipzig_robocup16_000.677.jpg,800,600,ball,280,147,321,193
7_leipzig_robocup16_000.661.jpg,800,600,ball,360,343,455,443
7_leipzig_robocup16_000.638.jpg,800,600,ball,111,348,139,375
7_leipzig_robocup16_000.623.jpg,800,600,ball,621,404,716,496
7_leipzig_robocup16_000.575.jpg,800,600,ball,642,275,717,319
7_leipzig_robocup16_000.556.jpg,800,600,ball,299,268,349,309
7_leipzig_robocup16_000.539.jpg,800,600,ball,58,348,206,492
7_leipzig_robocup16_000.521.jpg,800,600,ball,86,294,179,389
7_leipzig_robocup16_000.519.jpg,800,600,ball,62,289,153,373
7_leipzig_robocup16_000.497.jpg,800,600,ball,601,243,677,307
7_leipzig_robocup16_000.479.jpg,800,600,ball,474,289,527,333
7_leipzig_robocup16_000.477.jpg,800,600,ball,525,275,586,333
7_leipzig_robocup16_000.454.jpg,800,600,ball,683,320,761,389
7_leipzig_robocup16_000.452.jpg,800,600,ball,507,345,625,447
7_leipzig_robocup16_000.439.jpg,800,600,ball,544,247,595,298
7_leipzig_robocup16_000.421.jpg,800,600,ball,249,317,352,420
7_leipzig_robocup16_000.351.jpg,800,600,ball,88,271,171,351
7_leipzig_robocup16_000.271.jpg,800,600,ball,343,275,426,365
7_leipzig_robocup16_000.264.jpg,800,600,ball,283,93,387,172
7_leipzig_robocup16_000.260.jpg,800,600,ball,559,100,655,183
7_leipzig_robocup16_000.245.jpg,800,600,ball,311,399,394,487
7_leipzig_robocup16_000.230.jpg,800,600,ball,362,418,419,483
7_leipzig_robocup16_000.228.jpg,800,600,ball,385,376,445,436
7_leipzig_robocup16_000.226.jpg,800,600,ball,406,327,462,386
7_leipzig_robocup16_000.189.jpg,800,600,ball,453,484,517,550
7_leipzig_robocup16_000.163.jpg,800,600,ball,561,187,667,288
5_jan16_seq__001.504.jpg,800,600,ball,239,249,401,415
5_jan16_seq__001.501.jpg,800,600,ball,246,249,410,417
5_jan16_seq__001.495.jpg,800,600,ball,269,239,443,409
5_jan16_seq__001.483.jpg,800,600,ball,334,291,488,443
5_jan16_seq__001.424.jpg,800,600,ball,265,385,437,561
5_jan16_seq__001.172.jpg,800,600,ball,247,195,331,276
5_jan16_seq__000.875.jpg,800,600,ball,349,276,451,382
5_jan16_seq__000.815.jpg,800,600,ball,709,95,767,154
5_jan16_seq__000.811.jpg,800,600,ball,696,97,752,158
5_jan16_seq__000.804.jpg,800,600,ball,636,122,710,196
5_jan16_seq__000.802.jpg,800,600,ball,606,159,699,252
5_jan16_seq__000.801.jpg,800,600,ball,589,178,699,293
5_jan16_seq__000.767.jpg,800,600,ball,482,105,556,183
5_jan16_seq__000.765.jpg,800,600,ball,472,105,539,181
5_jan16_seq__000.674.jpg,800,600,ball,548,78,605,134
5_jan16_seq__000.632.jpg,800,600,ball,531,63,581,113
5_jan16_seq__000.626.jpg,800,600,ball,492,82,554,151
5_jan16_seq__000.621.jpg,800,600,ball,469,135,558,228
5_jan16_seq__000.620.jpg,800,600,ball,467,155,564,256
5_jan16_seq__000.587.jpg,800,600,ball,559,148,643,237
