filename,width,height,class,xmin,ymin,xmax,ymax
 
 
 
 
 
96_26_01_2018__13_46_49_1142_upper.jpg,640,480,ball,240,108,255,123
 
96_26_01_2018__13_46_49_0968_upper.jpg,640,480,ball,333,96,363,120
 
96_26_01_2018__13_46_49_0862_upper.jpg,640,480,ball,61,78,96,110
96_26_01_2018__13_46_49_0818_upper.jpg,640,480,ball,284,112,300,127
96_26_01_2018__13_46_49_0598_upper.jpg,640,480,ball,111,191,127,204
 
 
 
 
 
 
 
 
81_test_nagoya_game_d_00436.jpg,800,600,ball,453,135,488,171
81_test_nagoya_game_d_00433.jpg,800,600,ball,456,129,492,164
81_test_nagoya_game_d_00427.jpg,800,600,ball,438,119,471,155
81_test_nagoya_game_d_00423.jpg,800,600,ball,423,115,460,151
81_test_nagoya_game_d_00420.jpg,800,600,ball,412,115,447,148
81_test_nagoya_game_d_00416.jpg,800,600,ball,399,110,433,144
81_test_nagoya_game_d_00402.jpg,800,600,ball,316,99,350,135
81_test_nagoya_game_d_00391.jpg,800,600,ball,243,91,278,128
81_test_nagoya_game_d_00382.jpg,800,600,ball,195,112,230,148
81_test_nagoya_game_d_00379.jpg,800,600,ball,179,115,216,151
81_test_nagoya_game_d_00375.jpg,800,600,ball,154,123,192,158
81_test_nagoya_game_d_00328.jpg,800,600,ball,189,338,223,371
81_test_nagoya_game_d_00312.jpg,800,600,ball,243,370,279,405
81_test_nagoya_game_d_00305.jpg,800,600,ball,288,366,322,400
81_test_nagoya_game_d_00278.jpg,800,600,ball,407,296,439,330
81_test_nagoya_game_d_00266.jpg,800,600,ball,429,237,464,270
81_test_nagoya_game_d_00253.jpg,800,600,ball,476,173,510,208
81_test_nagoya_game_d_00202.jpg,800,600,ball,615,181,650,215
81_test_nagoya_game_d_00174.jpg,800,600,ball,588,295,621,330
81_test_nagoya_game_d_00075.jpg,800,600,ball,87,332,122,364
81_test_nagoya_game_d_00067.jpg,800,600,ball,50,307,88,343
81_test_nagoya_game_d_00057.jpg,800,600,ball,16,260,54,297
81_test_nagoya_game_d_00039.jpg,800,600,ball,0,160,28,197
81_test_nagoya_game_d_00005.jpg,800,600,ball,131,101,170,136
81_test_nagoya_game_c_00331.jpg,800,600,ball,397,368,484,451
81_test_nagoya_game_c_00281.jpg,800,600,ball,386,66,474,158
81_test_nagoya_game_c_00268.jpg,800,600,ball,339,47,420,145
81_test_nagoya_game_c_00264.jpg,800,600,ball,322,45,412,140
81_test_nagoya_game_c_00263.jpg,800,600,ball,309,41,411,139
81_test_nagoya_game_c_00242.jpg,800,600,ball,203,43,295,135
81_test_nagoya_game_c_00224.jpg,800,600,ball,161,121,253,213
81_test_nagoya_game_c_00220.jpg,800,600,ball,153,148,246,240
81_test_nagoya_game_c_00218.jpg,800,600,ball,148,161,243,252
81_test_nagoya_game_c_00199.jpg,800,600,ball,74,278,170,370
81_test_nagoya_game_c_00198.jpg,800,600,ball,69,283,165,376
81_test_nagoya_game_c_00187.jpg,800,600,ball,60,365,155,456
81_test_nagoya_game_c_00183.jpg,800,600,ball,87,364,181,454
81_test_nagoya_game_c_00180.jpg,800,600,ball,108,364,201,454
